FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
31,410,2018-07-06 22:00:00,-122.0075,38.234916,0,0,0,0,SIMP01,48,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15032,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA15032,0.238695994,0.0965968,217.3253889,965.923004
32,488,2018-07-12 22:00:00,-122.0072,38.233082,0,0,0,0,SIMP01,36,0,0,0,0,0,4170,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15044,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA15044,0.335822999,0.135903001,281.5317009,1358.960348
33,408,2018-07-06 20:00:00,-122.007216,38.234249,0,0,0,0,SIMP01,35,0,0,0,0,0,4170,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15045,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA15045,0.562833011,0.227770999,477.5154398,2277.595331
34,524,2018-07-16 14:00:00,-122.01655,38.233933,0,0,0,0,SIMP01,18,0,0,0,0,0,4060,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15046,"Lacustrine, Estuarine", ,Open Water Mapping Unit,11,Open Water mu,11,<2%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,"Water, Bays or Estuaries","WA,W4","Lacustrine, Estuarine","LAC,EST", , , , , , , ,SUMA15046,3.634180069,1.470700026,1249.642024,14706.30261
35,1298,2019-03-28 20:02:00,-122.018249,38.233266,0,0,0,0,SIMP01,33,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15051,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA15051,0.912479997,0.369268,408.9924799,3692.498333
36,120,2018-06-13 17:00:00,-122.011516,38.235299,0,0,0,0,SIMP01,26,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15057,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA15057,10.21049976,4.132050037,1140.284224,41318.49964
37,518,2018-07-16 01:00:00,-122.018182,38.234383,0,0,0,0,SIMP01,28,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15065,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus),Association,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus) Association,8111203,Distichlis spicata-Juncus balticus Association,145,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.05,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA15065,3.320450068,1.343739986,1341.52655,13436.72401
38,463,2018-07-10 19:00:00,-122.010833,38.231199,0,0,0,0,SIMP01,42,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15066,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Phragmites australis Association",129,50-75%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA15066,2.87887001,1.165040016,1329.379056,11649.77484
39,1432,2019-04-11 22:00:00,-122.006383,38.235916,0,0,0,0,SIMP01,29,0,0,0,0,0,4170,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15076,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,50-75%,Not evident,1-2m,E160607m,Field Checked (post map),Tidal,1,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA15076,3.863559961,1.563529968,1469.86385,15634.50913
40,1274,2019-03-25 14:02:00,-122.019666,38.238666,0,0,0,0,SIMP01,15,0,0,0,0,0,4090,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15107,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,25-50%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA15107,1.016309977,0.411287993,286.7810458,4112.688224
41,1160,2019-03-05 18:00:00,-121.918182,38.2109,0,0,0,0,SIMP01,14,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,15378,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Phragmites australis Association",129,10-25%,High,2-5m, ,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA15378,2.244329929,0.908246994,456.0628178,9081.924286
42,165,2018-06-18 13:00:00,-122.013483,38.238133,0,0,0,0,SIMP01,20,0,0,0,0,0,3920,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
43,187,2018-06-19 18:00:00,-122.013483,38.238133,0,0,0,0,SIMP01,38,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
44,296,2018-06-27 02:00:00,-122.01365,38.238899,0,0,0,0,SIMP01,26,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
45,373,2018-07-04 15:02:00,-122.014766,38.239216,0,0,0,0,SIMP01,25,0,0,0,0,0,4120,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
46,448,2018-07-09 21:00:00,-122.014533,38.237749,0,0,0,0,SIMP01,38,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
47,473,2018-07-11 20:00:00,-122.013683,38.238133,0,0,0,0,SIMP01,35,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
48,478,2018-07-12 01:00:00,-122.0148,38.239033,0,0,0,0,SIMP01,36,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
49,479,2018-07-12 02:00:00,-122.0147,38.239016,0,0,0,0,SIMP01,29,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
50,541,2018-07-17 22:02:00,-122.014883,38.238516,0,0,0,0,SIMP01,38,0,0,0,0,0,4100,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
51,564,2018-07-19 15:00:00,-122.013783,38.238899,0,0,0,0,SIMP01,40,0,0,0,0,0,4070,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
52,1224,2019-03-18 14:00:00,-122.0145,38.237866,0,0,0,0,SIMP01,12,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16047,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,High,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA16047,1.686800003,0.682623029,931.5351315,6825.91884
53,4,2018-06-02 16:00:00,-122.01345,38.237583,0,0,0,0,SIMP01,32,0,0,0,0,0,3940,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
54,7,2018-06-04 02:00:00,-122.01435,38.237016,0,0,0,0,SIMP01,29,0,0,0,0,0,3980,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
55,8,2018-06-04 03:00:00,-122.014316,38.237233,0,0,0,0,SIMP01,27,0,0,0,0,0,3980,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
56,10,2018-06-04 12:02:00,-122.01455,38.236533,0,0,0,0,SIMP01,20,0,0,0,0,0,3960,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
57,12,2018-06-04 14:00:00,-122.014983,38.236683,0,0,0,0,SIMP01,22,0,0,0,0,0,3960,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
58,13,2018-06-04 15:00:00,-122.011583,38.236983,0,0,0,0,SIMP01,29,0,0,0,0,0,3960,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
59,14,2018-06-04 16:02:00,-122.011266,38.236983,0,0,0,0,SIMP01,50,0,0,0,0,0,4030,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
60,15,2018-06-04 17:00:00,-122.01125,38.237016,0,0,0,0,SIMP01,39,0,0,0,0,0,4030,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
61,16,2018-06-04 18:00:00,-122.011233,38.237016,0,0,0,0,SIMP01,65,0,0,0,0,0,4030,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
62,17,2018-06-04 19:00:00,-122.011466,38.238199,0,0,0,0,SIMP01,52,0,0,0,0,0,4030,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
63,18,2018-06-04 20:02:00,-122.01125,38.236999,0,0,0,0,SIMP01,66,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
64,19,2018-06-04 21:00:00,-122.011266,38.237133,0,0,0,0,SIMP01,72,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
65,20,2018-06-04 22:00:00,-122.011316,38.237099,0,0,0,0,SIMP01,55,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
66,21,2018-06-04 23:00:00,-122.0116,38.237683,0,0,0,0,SIMP01,47,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
67,25,2018-06-06 02:00:00,-122.011133,38.236933,0,0,0,0,SIMP01,26,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
