FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
955,1822,2019-06-17 21:00:00,-122.010483,38.237366,0,0,0,0,SIMP01,66,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
956,1844,2019-06-19 03:00:00,-122.010983,38.236333,0,0,0,0,SIMP01,27,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
957,1862,2019-06-20 13:00:00,-122.010833,38.235933,0,0,0,0,SIMP01,25,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
958,1863,2019-06-20 14:02:00,-122.010633,38.236699,0,0,0,0,SIMP01,26,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
959,1864,2019-06-20 18:00:00,-122.011,38.236199,0,0,0,0,SIMP01,57,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
960,1881,2019-06-22 00:00:00,-122.010333,38.236616,0,0,0,0,SIMP01,38,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
961,1884,2019-06-22 03:00:00,-122.010683,38.237183,0,0,0,0,SIMP01,27,0,0,0,0,0,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
962,1891,2019-06-22 18:02:00,-122.010716,38.236533,0,0,0,0,SIMP01,55,0,0,0,0,0,3870,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
963,1897,2019-06-23 00:00:00,-122.010733,38.236749,0,0,0,0,SIMP01,44,0,0,0,0,0,3880,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
964,1907,2019-06-23 18:02:00,-122.01035,38.236216,0,0,0,0,SIMP01,45,0,0,0,0,0,3860,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
965,1908,2019-06-23 19:00:00,-122.010466,38.236883,0,0,0,0,SIMP01,68,0,0,0,0,0,3860,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
966,1928,2019-06-24 23:00:00,-122.010766,38.236683,0,0,0,0,SIMP01,34,0,0,0,0,0,3860,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
967,1929,2019-06-25 00:00:00,-122.01065,38.236783,0,0,0,0,SIMP01,38,0,0,0,0,0,3860,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
968,1944,2019-06-25 23:00:00,-122.010616,38.236616,0,0,0,0,SIMP01,57,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
969,1953,2019-06-26 16:00:00,-122.01035,38.236466,0,0,0,0,SIMP01,37,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
970,1959,2019-06-26 22:02:00,-122.01055,38.236883,0,0,0,0,SIMP01,51,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
971,1960,2019-06-26 23:00:00,-122.01075,38.236766,0,0,0,0,SIMP01,39,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
972,1977,2019-06-28 00:00:00,-122.010583,38.237049,0,0,0,0,SIMP01,32,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
973,1979,2019-06-28 02:02:00,-122.01055,38.236366,0,0,0,0,SIMP01,31,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
974,1984,2019-06-28 15:00:00,-122.01105,38.236433,0,0,0,0,SIMP01,26,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
975,1992,2019-06-28 23:00:00,-122.010633,38.236699,0,0,0,0,SIMP01,57,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18494,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,Medium,0.5-1m,FIR1207240827,Sampled in 2012,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18494,5.056009769,2.046089888,1408.715086,20459.98175
976,361,2018-07-03 20:02:00,-122.00945,38.239999,0,0,0,0,SIMP01,31,0,0,0,0,0,4170,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18498,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18498,11.15550041,4.5144701,1055.155503,45142.66417
977,412,2018-07-07 00:00:00,-122.00875,38.237933,0,0,0,0,SIMP01,39,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18498,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18498,11.15550041,4.5144701,1055.155503,45142.66417
978,594,2018-07-21 23:00:00,-122.00885,38.237916,0,0,0,0,SIMP01,37,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18498,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18498,11.15550041,4.5144701,1055.155503,45142.66417
979,1727,2019-06-11 14:02:00,-122.008916,38.238066,0,0,0,0,SIMP01,27,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18498,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,10-25%,High,0.5-1m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA18498,11.15550041,4.5144701,1055.155503,45142.66417
980,380,2018-07-04 22:00:00,-122.018799,38.236066,0,0,0,0,SIMP01,29,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
981,502,2018-07-13 19:00:00,-122.018849,38.235983,0,0,0,0,SIMP01,34,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
982,505,2018-07-13 22:02:00,-122.019249,38.236249,0,0,0,0,SIMP01,44,0,0,0,0,0,4100,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
983,510,2018-07-14 03:00:00,-122.018766,38.235933,0,0,0,0,SIMP01,29,0,0,0,0,0,3990,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
984,519,2018-07-16 02:00:00,-122.018816,38.235999,0,0,0,0,SIMP01,26,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
985,540,2018-07-17 21:00:00,-122.018732,38.235949,0,0,0,0,SIMP01,39,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18499,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA18499,0.905405998,0.36640501,466.230878,3663.874263
986,208,2018-06-20 22:00:00,-122.01145,38.230582,0,0,0,0,SIMP01,32,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18500,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,50-75%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA18500,0.600862026,0.243159994,282.7975649,2431.47973
987,833,2018-10-17 18:00:00,-122.033983,38.176782,0,0,0,0,SIMP01,46,0,0,0,0,0,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18550,Sarcocornia pacifica - Sesuvium verrucosum,Association,Salicornia pacifica - Sesuvium verrucosum Association,8111305,Salicornia pacifica-Sesuvium verrucosum Association,356,10-25%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.20,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18550,10.19859982,4.127230167,1489.405965,41269.08292
988,834,2018-10-17 19:00:00,-122.035383,38.177582,0,0,0,0,SIMP01,33,0,0,0,0,0,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18556,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18556,0.213406995,0.086362898,215.7675089,863.5607892
989,399,2018-07-06 04:00:00,-122.023566,38.238216,0,0,0,0,SIMP01,26,0,0,0,0,0,4120,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
990,400,2018-07-06 12:00:00,-122.023299,38.238166,0,0,0,0,SIMP01,30,0,0,0,0,0,4120,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
991,416,2018-07-07 04:00:00,-122.023049,38.238199,0,0,0,0,SIMP01,25,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
992,417,2018-07-07 12:02:00,-122.023216,38.238349,0,0,0,0,SIMP01,21,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
993,434,2018-07-09 00:00:00,-122.023616,38.237966,0,0,0,0,SIMP01,36,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
