x,y
273412.3567,4695286.263
273427.025,4695230.205
273422.0481,4695247.041
273422.0481,4695247.041
273423.6277,4695252.548
273424.9699,4695250.726
273427.5071,4695245.086
273427.2049,4695235.758
273423.2104,4695239.667
273419.4534,4695250.905
273424.8476,4695246.95
273422.2892,4695254.481
273423.6889,4695254.436
273423.2104,4695239.667
273426.1074,4695245.131
273410.4173,4695269.651
273418.6726,4695226.807
273424.9699,4695250.726
273430.5228,4695254.215
273423.3903,4695245.219
273423.509,4695248.884
273424.7288,4695243.286
273422.228,4695252.593
273516.9149,4695249.526
273469.5355,4695227.049
273426.0462,4695243.243
273420.8531,4695250.859
273416.7938,4695252.77
273457.0024,4695181.1
273418.3523,4695260.167
273415.4553,4695254.703
273424.6101,4695239.621
273419.3922,4695249.017
273418.1112,4695252.727
273429.9832,4695237.557
273407.5203,4695264.186
273425.0275,4695252.503
273419.3922,4695249.017
273419.331,4695247.129
273422.1705,4695250.817
273468.996,4695210.392
273468.2127,4695145.497
273407.7002,4695269.739
273425.4454,4695224.698
273430.3648,4695206.085
273411.299,4695210.372
273515.0581,4695232.912
273616.3231,4695135.143
273460.0208,4695231.026
273461.0801,4695136.502
273413.2353,4695186.186
273550.2725,4695302.25
273427.3666,4695283.998
273441.0774,4695239.088
273404.8612,4695225.365
273423.3291,4695243.331
273425.9851,4695241.355
273423.4478,4695246.996
273450.3263,4695229.45
273429.6846,4695228.34
273386.5188,4695251.972
273390.0747,4695107.343
273389.4949,4695216.636
273430.6634,4695215.302
273479.7669,4695204.485
273342.6334,4695253.394
273407.4627,4695262.41
273420.612,4695243.419
273173.2885,4695455.202
273415.8943,4695225.008
273424.549,4695237.733
273477.5255,4695178.545
273423.6277,4695252.548
273422.0481,4695247.041
273359.1007,4695252.86
273424.9699,4695250.726
273452.8272,4695220.143
273458.5208,4695184.719
273424.9087,4695248.838
273424.79,4695245.174
273415.8943,4695225.008
273999.9315,4695400.646
273467.5766,4695082.599
273401.5073,4695162.554
273474.7899,4695221.321
273436.2804,4695261.476
273420.5696,4695158.157
273467.9938,4695095.48
273420.5509,4695241.531
273450.6285,4695238.778
273477.7665,4695185.985
273423.1899,4695111.828
273593.0789,4695267.514
273421.1911,4695304.541
273443.4923,4695229.672
273419.4534,4695250.905
273424.9087,4695248.838
273421.9906,4695245.264
274439.1898,4694624.995
273422.9082,4695230.339
273454.1446,4695220.1
273889.9055,4695270.806
273423.3903,4695245.219
273437.2592,4695248.438
273407.7188,4695186.365
273469.2541,4695304.874
273519.3162,4695364.393
273676.8669,4695477.793
273427.687,4695250.638
273474.7287,4695219.433
273597.7094,4695537.828
273563.8202,4695338.829
273425.0886,4695254.391
273426.2873,4695250.683
273590.116,4695430.577
273655.4904,4695326.635
273594.5361,4695269.246
273690.966,4695149.402
273420.4291,4695197.069
273442.1348,4695314.979
273557.1823,4695431.644
273452.0278,4695790.777
273688.8001,4695464.512
273533.8641,4695263.874
273611.9632,4695298.363
273438.5795,4695289.193
273440.2173,4695255.79
273446.1894,4695101.745
273420.8531,4695250.859
