"","x","y","nlcd_extract_23"
"827",598748.405,4648566.781,95
"828",598751.7185,4648555.813,95
"829",598751.6536,4648560.472,95
"830",598760.0705,4648546.186,95
"831",598753.7089,4648549.062,95
"832",598756.8101,4648553.342,95
"833",598750.221,4648663.395,95
"834",598759.297,4648556.342,95
"835",598766.8283,4648560.259,95
"836",598754.223,4648557.542,95
"837",598743.9159,4648571.379,95
"838",598757.3478,4648560.128,95
"839",598755.5578,4648552.477,95
"840",598741.3924,4648525.591,95
"841",598746.3072,4648535.827,95
"842",598753.6381,4648554.145,95
"843",598752.9943,4648554.983,95
"844",598786.09,4648538.922,95
"845",598774.5542,4648550.2,95
"846",598753.6617,4648552.451,95
"847",598753.0061,4648554.136,95
"848",598745.3156,4648561.655,95
"849",598748.6939,4648546.027,95
"850",598757.4421,4648553.351,95
"851",598758.1508,4648547.853,95
"852",598746.1834,4648544.721,95
"853",598740.8737,4648562.864,95
"854",598772.5177,4648605.667,95
"855",598758.5706,4648563.11,95
"856",598771.7194,4648572.189,95
"857",598751.1513,4648551.145,95
"858",598764.9145,4648561.504,95
"859",598760.4903,4648561.442,95
"860",598756.7983,4648554.189,95
"861",598756.8101,4648553.342,95
"862",598752.9648,4648557.101,95
"863",598754.2112,4648558.389,95
"864",598752.9648,4648557.101,95
"865",598761.9548,4648547.059,95
"866",598761.9843,4648544.941,95
"867",598754.9494,4648550.774,95
"868",598762.3451,4648564.433,95
"869",598762.7814,4648533.091,95
"870",598754.8845,4648555.433,95
"871",598782.9063,4648540.573,95
"872",598765.0796,4648549.644,95
"873",598748.6762,4648547.298,95
"874",598749.4792,4648535.024,95
"875",598749.4497,4648537.141,95
"876",599190.098,4648308.596,95
"877",598744.6954,4648560.799,95
"878",598721.8184,4648569.377,95
"879",598755.6109,4648548.665,95
"880",598753.012,4648553.713,95
"881",598757.507,4648548.692,95
"882",598752.4212,4648550.739,95
"883",598752.6099,4648537.185,95
"884",598754.802,4648561.363,95
"885",598750.4721,4648554.525,95
"886",598750.3365,4648564.266,95
"887",598752.3328,4648557.092,95
"888",598766.0312,4648572.11,95
"889",598752.4094,4648551.586,95
"890",598749.2729,4648549.848,95
"891",598756.1486,4648555.451,95
"892",598750.4249,4648557.913,95
"893",598756.2429,4648548.674,95
"894",598760.5433,4648557.63,95
"895",598672.5587,4648656.807,95
"896",598758.7121,4648552.945,95
"897",598820.4028,4648526.268,95
"898",598753.0238,4648552.866,95
"899",598754.3704,4648546.953,95
"900",598754.9317,4648552.045,95
"901",598748.9899,4648570.178,95
"902",598740.2004,4648565.82,95
"903",598753.6381,4648554.145,95
"904",598775.555,4648659.935,95
"905",598749.9108,4648549.433,95
"906",598734.9247,4648536.092,95
"907",598751.63,4648562.166,95
"908",598746.2377,4648586.238,95
"909",598741.2405,4648581.932,95
"910",598746.0243,4648556.157,95
"911",598761.772,4648560.189,95
"912",598900.3342,4648460.871,95
"913",598753.6499,4648553.298,95
"914",598748.1267,4648541.359,95
"915",598751.7774,4648551.577,95
"916",598753.6087,4648556.263,95
"917",598755.5165,4648555.442,95
"918",598761.8015,4648558.071,95
"919",598756.1309,4648556.722,95
"920",598760.3724,4648569.913,95
"921",598770.479,4648570.477,95
"922",598761.311,4648547.897,95
"923",598774.4716,4648556.13,95
"924",598763.1186,4648554.277,95
"925",598761.0574,4648566.11,95
"926",598757.2004,4648570.716,95
"927",598760.5021,4648560.595,95
"928",598763.2601,4648544.112,95
"929",598754.1758,4648560.931,95
"930",598749.0488,4648565.943,95
"931",598752.3328,4648557.092,95
"932",598757.4775,4648550.809,95
"933",598753.8445,4648539.321,95
"934",598743.502,4648555.698,95
"935",598748.5937,4648553.228,95
"936",598755.9682,4648659.238,95
"937",598742.5306,4648670.913,95
"938",598749.6986,4648564.681,95
"939",598751.7656,4648552.424,95
"940",598757.4421,4648553.351,95
"941",598762.2884,4648659.326,95
"942",598782.2801,4648540.14,95
"943",598766.6986,4648569.578,95
"944",598752.4979,4648545.233,95
"945",598762.2177,4648664.409,95
"946",598770.071,4648554.374,95
"947",598756.7983,4648554.189,95
"948",598754.6393,4648663.88,95
"949",598751.1807,4648549.027,95
"950",598753.6146,4648555.839,95
"951",598745.8238,4648570.558,95
"952",598769.7762,4648575.551,95
"953",598753.1181,4648546.089,95
"954",598759.1201,4648569.048,95
"955",598755.4635,4648559.254,95
"956",598761.0221,4648568.651,95
"957",598756.7629,4648556.73,95
"958",598747.1822,4648563.799,95
"959",598749.6986,4648564.681,95
"960",598754.2348,4648556.695,95
"961",598758.8866,4648676.648,95
"962",598759.0788,4648572.013,95
"963",598739.5507,4648567.082,95
"964",598751.742,4648554.119,95
"965",598753.0533,4648550.748,95
"966",598760.8558,4648535.182,95
"967",598723.3449,4648459.677,95
"968",598753.0356,4648552.018,95
"969",598753.7619,4648545.25,95
"970",598757.5306,4648546.997,95
"971",598757.0459,4648536.4,95
"972",598755.4871,4648557.56,95
"973",598755.5578,4648552.477,95
"974",598772.8833,4648579.407,95
"975",598758.83,4648544.474,95
"976",598753.6617,4648552.451,95
"977",598757.5247,4648547.421,95
"978",598745.5101,4648547.677,95
"979",598751.6831,4648558.354,95
"980",598747.7494,4648568.467,95
"981",598737.8019,4648556.466,95
"982",598758.1036,4648551.242,95
"983",598759.2852,4648557.189,95
"984",598752.9236,4648560.066,95
"985",598741.2405,4648581.932,95
"986",598747.1586,4648565.493,95
"987",598747.3532,4648551.516,95
"988",598752.953,4648557.948,95
"989",598735.1382,4648566.173,95
"990",598753.644,4648553.721,95
"991",598758.0034,4648558.442,95
"992",598759.0752,4648663.094,95
"993",598770.8445,4648544.217,95
"994",598754.8786,4648555.857,95
"995",598756.2016,4648551.639,95
"996",598751.7597,4648552.848,95
"997",598747.2589,4648558.293,95
"998",598748.5288,4648557.887,95
"999",598786.9079,4648661.787,95
"1000",598754.973,4648549.08,95
"1001",598756.8101,4648553.342,95
"1002",598753.6794,4648551.18,95
"1003",598753.5851,4648557.957,95
"1004",598749.8224,4648555.786,95
"1005",598746.5325,4648565.061,95
"1006",598736.7691,4648585.259,95
"1007",598754.282,4648553.307,95
"1008",598753.5969,4648557.11,95
"1009",598745.0667,4648534.115,95
"1010",598749.8283,4648555.363,95
"1011",598748.5111,4648559.157,95
"1012",598934.4705,4648551.581,95
"1013",598752.9943,4648554.983,95
"1014",598763.1835,4648549.618,95
"1015",598752.9943,4648554.983,95
"1016",598741.4527,4648566.684,95
"1017",598751.0805,4648556.228,95
"1018",598738.2395,4648570.452,95
"1019",598739.9587,4648583.185,95
"1020",598759.3323,4648553.801,95
"1021",598749.787,4648558.328,95
"1022",598757.165,4648573.258,95
"1023",598750.5605,4648548.171,95
"1024",598755.5224,4648555.019,95
"1025",598755.0024,4648546.962,95
"1026",598763.0715,4648557.665,95
"1027",598757.4893,4648549.962,95
"1028",598914.8715,4648551.731,95
"1029",598926.8565,4648553.593,95
"1030",598928.7881,4648551.078,95
"1031",598667.7782,4648455.091,95
"1032",598762.8662,4648617.818,95
"1033",598571.7149,4648817.232,95
"1034",598567.7934,4648826.498,95
"1035",598631.222,4648765.529,95
"1036",598344.2075,4648721.723,95
"1037",598758.3784,4648667.744,95
"1038",598766.6418,4648664.47,95
"1039",598763.9958,4648672.906,95
"1040",598766.6536,4648663.623,95
"1041",598614.9819,4648705.995,95
"1042",598692.4616,4648407.564,95
"1043",599072.0992,4648609.844,95
"1044",599066.405,4648610.189,95
"1045",598923.271,4648538.716,95
